,Unnamed: 0,transcript
1052,1052,"it came into the business. And so there's been a real focus on just improving the experience at dinner, and we're seeing that in our overall satisfaction scores during that daypart as well as seeing some nice speed improvements. So that's"
1053,1053,"incremental cost pressures in the business, was curious how you might balance that out in terms of what's kind of eating up some of those extra sales. Is it relatively balanced between"
1054,1054,"In order to deliver and unlock our potential, we'll need a highly talented and focused leadership team."
1055,1055,"First, I am excited to announce the addition of a CMO role to the business, that's Chief Marketing Officer."
1056,1056,This balanced and discipline approach has us on a path to further accelerate system growth in 2018 and beyond.
1057,1057,drove significant breakfast day part same-store sales improvement over Q1 as both new product lines resonated extremely well.
1058,1058,"First, we will continue our intense focus on operating at a higher level year-over-year, concentrating on overall satisfaction and speed."
1059,1059,reinforce our occasion expansion capability and enable exciting future product innovation across our menu. And it may be positioned to drive both traffic and check.
1060,1060,Second quarter company-operated comparable restaurant sales growth represents the 20th consecutive quarter of gains
1061,1061,"happening -- it has been happening for a couple of months now in Las Vegas and there's still lots to learn there. And the usage is fairly low on that just now because it's in the app environment,"
1062,1062,during the quarter. I wanted to see if you could provide a little detail on that. But
1063,1063,and really help to kind of codify the leadership group and the things that need to happen as we think about moving forward and
1064,1064,need to enact and have the people that we need to be able to drive that performance. We've seen really great momentum from our operations and our franchise group
1065,1065,We have been searching for the right fit for several months and we have hired a highly talented marketing executive. Details will be announced shortly.
1066,1066,"On the marketing and product front, Q2 was driven by a combination of factors."
1067,1067,"We've had proven success with premium ingredient innovation in the past, including fresh sliced avocados and fresh-grilled Carne Asada steak. And we believe Queso can play a similar role in our fourth quarter."
1068,1068,net of an estimated reduction in store weeks based on the timing of new company restaurant openings that will occur later in the year than originally expected.
1069,1069,"but now as we extend beyond the app environment, which is move two that we talked about on the last call, with our partnership with GrubHub. We'll start to see restaurants in Orange County, Los Angeles and even in Las Vegas"
1070,1070,"probably more importantly, I wanted to see if I could get some color on the timing of the openings, now that we're into July. In terms of thinking, specifically company-operated,"
1071,1071,on that particular line item. Can you just give me a little more color on that?
1072,1072,the key pillars of growing this brand. So I couldn't be more excited about where we stand as these few moves happen here over the next few weeks.
1073,1073,This individual has great brand-building experience across several company and franchise concepts in the QSR category with a proven track record of success. So we couldn't be more excited for that hire.
1074,1074,"As we look toward the future, our powerful brand momentum has greatly enhanced our unit economic model, which has generated significant interest from new and existing franchisees, eager to grow with us to expand our reach."
1075,1075,"The timing of Easter, which gave us nearly 3 weeks of Lent in Q2 this year versus none last year,"
1076,1076,We will leverage both platforms in the back half of 2017 in our marketing and innovation mix to achieve our brand and business objectives.
1077,1077,"Initial guest satisfaction scores are extremely strong, a testament to the culinary innovation team's ability to create craveable menu items and our operator's readiness to launch promotional products."
1078,1078,"Our highly disciplined process to develop a new ingredient like Queso began over a year-ago, followed by restaurant level tests that began early this year to successfully commercialize the program to make consumer expectations around quality,"
1079,1079,"Finally, I want to provide a progress update on the expansion of our mobile and online ordering test that is now available in more than 50 restaurants."
1080,1080,"This improvement was primarily driven by assets that became fully depreciated in the prior fiscal year, partially offset by the addition of new assets."
1081,1081,"That's also benefited the mix, both of those as John said had dedicated marketing windows during the second quarter, so we really got some nice momentum out of those product lines."
1082,1082,"on that platform, which will be outside of the app environment in that third-party environment. So we'll get some great learnings off of that over the next few months and see where we're out with the consumer demand dynamics, which still focused on really trying to"
1083,1083,it sounds like you're guiding to maybe 12 or even 13 additional openings through the remainder of this year. Can you give me a sense of timing splits between Q3 and Q4 openings on those?
1084,1084,part of what we knew we would need to do is deliver a combined solution to market. And part of that
1085,1085,whether this can happen this year or you're happy with how it is now and just shipping there your slab?
1086,1086,here we should say that all the excessive cash which we are going to
1087,1087,"according to the market prices as you mentioned, the political expectations and so on"
1088,1088,"And then, I think if you think about the 2 projects that are going down into the Carolinas, that will help sort of the Dominion South"
1089,1089,There's really no change also in the water assets just like in the gas gathering system. There's no change in the ownership of those between our sponsors. And so
1090,1090,So both sponsors will benefit from the drop equally in the future.
1091,1091,The conference has now concluded. Thank you all for attending today's presentation. You may now disconnect your lines.
1092,1092,"At the conclusion of their remarks, we will open the phone lines for questions. Joe Fink, our Chief Operating Officer, is also with us and will be available for questions during that time."
1093,1093,Our forward-looking statements or comments about future expectations are subject to a variety of business risks.
1094,1094,"and, most importantly, the efforts and dedication of our operations team led by Joe Fink. So I'd like to offer a word of thanks to all those responsible for our success"
1095,1095,"As we anticipated, this resulted in our net throughput volumes declining slightly from the second quarter."
1096,1096,the ability for each sponsor to then drill at the pace they want to drill it. So there's really no change from a CONE perspective
1097,1097,there's no reason that this joint venture split should create any difficulty in being able to drop that.
1098,1098,These risks are more fully described in our public filings with the SEC. Reconciliations of non-GAAP to GAAP measures are contained in this morning's press release.
1099,1099,and to also express our appreciation to the investors who have placed their confidence in the CONE team.
1100,1100,total CapEx for the quarter was reduced by delays in receiving permits for the scheduled facility expansion
1101,1101,"Sure. I'd say a couple of things. One is the increased volume of interest we've had people coming to CONE, asking us to"
1102,1102,"We'll think about what our duration of what those views will be, and I think that will hopefully answer your question too. When I go back to the term I use a lot, it's stay tuned."
1103,1103,It may be possible at some point in the future that there is a restructuring in CONE Gathering.
1104,1104,Total gross operating expense during the third quarter was flat with the second quarter.
1105,1105,decision-making should be quicker as these issues are no longer worked first through the joint development committee and then approved by each of the sponsors.
1106,1106,"and the potential for rising activity by sponsors and meaningful third-party business, we are hopeful that we can be in position to provide a longer forward view on our performance and growth expectations."
1107,1107,"I think I've been pretty clear, I'd always rather do one before I need to do one. So"
1108,1108,"in your view, is the most mature and most likely to be dropped in? And are there any public benchmarks or expected returns we can look at for what that valuation might look like?"
1109,1109,That's led to close collaboration with a key customer to support a major custom-product development project.
1110,1110,we expect our switch and tuner revenue will expand this year with significant growth in the second half.
1111,1111,"During the March quarter, we released 5 PAM4 solutions for data center interconnect applications. In the optical space, leading customers want greater speed and capacity with lower power consumption and costs,"
1112,1112,"our forecast outlook for the full year fiscal '18 looks good. Operationally, we continue to make solid progress on yield improvements,"
1113,1113,"I know there's a ton of projects out there that are pulling in BAW, but they're not -- they're still in the design phase."
1114,1114,"Then you'd see a peak in the December quarter, and then you'd see normal seasonality in the March quarter, down."
1115,1115,"I also commented that it was a second half phenomenon, so these phones hasn't been released, some of them. So"
1116,1116,"so we have the full suite of technologies needed to address each of these markets. And we are trying to align our best opportunities not just in terms of dollar growth, but also in terms of profit growth"
1117,1117,We provide this supplemental information to enable investors to perform additional comparisons of operating results and to analyze financial performance without the impact of certain noncash expenses or other items that may obscure trends in our underlying performance.
1118,1118,"In both Mobile Products and IDP, we are expanding our product portfolios to deliver superior performance and increasing functionality."
1119,1119,Looking to mobile. Qorvo is a leader across multiple categories with exciting growth opportunities from the transceiver to the antenna.
1120,1120,"To be clear, this module integrates all major RF functions required in the main path,"
1121,1121,highly integrated solution for our wireless infrastructure customers seeking to quickly and cost effectively implement pre-5G massive MIMO networks.
1122,1122,"This is our fifth facility to earn automotive certification, further validating our long-term commitment to the automotive market."
1123,1123,We intend to continue buying as part of an ongoing commitment to return capital to our shareholders.
1124,1124,"This technology, along with our proven design capabilities,"
1125,1125,"The product that I talked about in my opening comments that was one of the most challenging and complex that the industry has really seen is taking very complicated multiplexers that are BAW-based,"
1126,1126,"And you're right, we are seeing just a lot of adoption for that. It really, in some way, simplifies, lowers the cost and increases the performance in WiFi when you do away with the SIP and go"
1127,1127,"I think now we've had enough detailed discussion with our customers, and it's really limited to really just a couple of customers there"
1128,1128,and I would anticipate that it would go down in future years.
1129,1129,"Also, we said we're going to grow our content, so I don't know if your question was over share or dollars. We're looking at dollars that we can drive, and we don't always have visibility into who's winning what"
1130,1130,"We have a highly differentiated position there, many years and successive generations of pushing the limits of what can be done."
1131,1131,"This is translated into large design wins and has given us greater confidence in our growth drivers. Specifically, we expect to expand our dollar content at our largest customer later this year,"
1132,1132,"We are improving the RF performance of our customers' devices with highly integrated solutions, complemented by our expanding portfolio of highly differentiated discrete components."
1133,1133,"In mobile, we expect to increase our dollar content at our largest customer later this year, and we are forecasting"
1134,1134,is providing us the opportunity to work on the industry's most complex integrated modules
1135,1135,We are serving our customers better and performing more consistently and efficiently in the process.
1136,1136,that's driving a lot of that growth this year and then the following year will be that continuation along with others that I talked about.
1137,1137,we're not really trying to compare ourselves to Skyworks. We're saying we're going to grow as fast as the market and sometimes faster. So we feel good about what we're doing.
1138,1138,it's driving some of our OpEx expenses as well. And I think it's worthy of the investors to know that
1139,1139,"on every RF application. But we feel good about our ability to grow our dollars at our second and third, along with our largest customer in the second half of the year."
1140,1140,for GaAs and Texas for GaN. And then the -- just a raft of supply chain sourcing initiatives
1141,1141,"And with no further questions in the queue at this time, I'd like to turn the conference back over to management for any additional or closing remarks."
1142,1142,This call will include forward-looking statements that involve risk factors that could cause our actual results to differ materially from management's current expectations. We encourage you to review the safe harbor statement contained in the earnings release published today
1143,1143,and we're forecasting expanding dollar content at our second and third largest customers
1144,1144,"We're extremely pleased to have earned this opportunity that requires a multiyear commitment, and we're competing to win."
1145,1145,"including ZigBee, Bluetooth low energy and Thread. Our SoC solution is ideally suited for remote control applications and opens the door for opportunities"
1146,1146,"The vast majority of that is China,"
1147,1147,"Additionally, we talked to you about handset delays. One of those handsets, one of the regional models actually ended up getting canceled."
1148,1148,"Could you give us an idea of where it's at today, if possible, so we can try to size the expansion there?"
1149,1149,could China stay relatively muted as we go through the year because of those dynamics?
1150,1150,"as we've progressed through each of these phases of architecture, where we have the opportunity to bring in a lot of our leading filter technology, like BAW 5 as well as our SAW and TC-SAW portfolio,"
1151,1151,"I hesitate to give a number on a given quarter, plus there's just timing of payments and things like that. We paid a bit more in fourth quarter than we thought"
1152,1152,"Thank you for joining us tonight. Qorvo's leveraging our unique combination of competitive strengths to address our market's most complex, most rewarding"
1153,1153,We expect that we'll be able to improve revenues and margins in this area as our offshore operations are set up to take this business ramp-up fully in terms of knowledge and number of people.
1154,1154,"When I evaluate any company's performance over any period of time as an acquisition target or an investment target, I look at a number of key metrics that help me analyze their"
1155,1155,"In many of these enterprise deals, we were deploying highly complex end-to-end solutions that had never been implemented by any other vendor or client."
1156,1156,"in terms of other metrics like customer concentration and customer attrition. Ebix has built a business with very little customer concentration, with no other -- with no one client"
1157,1157,"In recent times, I have looked at lots of large companies in our sector and the net debt they carry on their balance sheet. While many of these companies have performed well in terms of top line growth, yet,"
1158,1158,and state-of-the-art quality processes. Our expertise in that area can be understood from the basic fact that we started deploying
1159,1159,"We feel that there's an opportunity to take an early place in these markets and deploy exchanges to trace and move money digitally across retailers, distributors, corporates, consumers and banks."
1160,1160,"of which segments those fall in. And in particular, any margin impact in terms of margin uplift or drag as it related to those new contracts?"
1161,1161,"or varying sizes. And so I think at this minute, I would just stop at that and not talk about specific areas of where we think that business can come in."
1162,1162,"And one way to ensure a standard of education, especially in countries with large population, is to provide"
1163,1163,to do this claims processing in India. Part of it was we were not only trying to target
1164,1164,"The health content revenues were impacted negatively by many factors, with the key ones being comparative price dropping"
1165,1165,"business fundamentals and future viability of their business. Frankly, when you get close to a subject, you tend to lose your objectivity,"
1166,1166,"or even 17-year comparative metric, in my book, Ebix again had a great year on this metric. In terms of operating margins, sometimes back,"
1167,1167,That's what made it even more remarkable. A complex deployment like PPL in London required us to carry the entire London reinsurance market together
1168,1168,"Before I go into aspirational goals for Ebix, I want to talk about a few key areas in which we would like to possibly take the company."
1169,1169,"simply because the nature of the business requires selling the same asset on a cloud computing basis and recurring basis to a large number of clients. Again, if we enter this area, it will be through a decent size sensible acquisition."
1170,1170,"Well, I think I couldn't go into specifics of any of these deals, simply because we're in a competitive situation and we wouldn't want to talk about it. But I think I could answer it in terms of"
1171,1171,"a wide margin versus my estimate for the quarter. And just trying to figure out how much of that came from acquisitions through the quarter. So help us size what the impact was and then,"
1172,1172,"We've proven that not only do we have the solution, we have also proven that we can implement it in a timely basis and make it very successful."
1173,1173,"that exercise can never finish. You have to keep your feet on the ground, and you have to always look at cost synergies, you always have to start keep thinking about how do you make yourself more efficient."
1174,1174,the current opportunities we're working on. We were trying to create a business model. We were trying to create a business model that we can replicate and multiply.
1175,1175,"and has a big role to play in their overall dynamics of efficiency. If Ebix can step in and provide the back-end systems,"
1176,1176,and I'm quite aware of the risk of Ebix management suffering from the same. So I try to look at Ebix in the same manner as any other company and study its performance
1177,1177,it's important to ensure that it can deploy large enterprise deals on a timely basis.
1178,1178,and cater to its varying needs and yet drive a common market aggregation platform.
1179,1179,"We would like to expand the company into the area of financial exchanges, especially in the area of cash settlement and digital money."
1180,1180,"Now let me briefly talk about new aspirational goals for Ebix. Let me start by saying that these aspirational goals,"
1181,1181,We are in the lead position to enable and power some of the world's largest insurance exchanges.
1182,1182,"we have some deals that are signed. Again, I wouldn't want to talk about the size of those deals right know, and we will let the market know once we have approvals from those clients to talk about them in the press"
1183,1183,It's kind of hard for me to answer that question because most of these acquisitions are relatively small that we made
1184,1184,"So right now, our big focus is expanding the number of products in London, expanding, adding new accounting functionality to it, launching some of the more"
1185,1185,talk a little of some actions you've taken on cost-cutting and also shifting some
1186,1186,"At the same time, we look at India as a quality center, as a learning center for us, where we can multiply knowledge, where the same -- rather than be dependent on one individual in one particular specific"
1187,1187,"Sean and I will talk about the company from a financial perspective, while Robin will delve into the qualitative aspects of the quarter, the year and the future ahead of us."
1188,1188,"partially offset by the drop in revenue from our health content and life sciences businesses, in addition to the effect of the strengthening U.S. dollar on our international revenues."
1189,1189,and the purchase of new buildings in India to support our expanding world-class product development facilities. The
1190,1190,Darren and Sean have already covered the quarter and the full year in numerical terms. I'll try to focus my comments on a number of topics.
1191,1191,on each of these metrics simply to hopefully give the management an ambulant view of Ebix performance.
1192,1192,This is extremely important if the company wants other large prospective clients to deploy EbixEnterprise solution.
1193,1193,It allows us tremendous opportunity for growth as and if we decide to leverage the company a bit more.
1194,1194,"We see this as a big opportunity, especially in emerging countries where the governments are trying to ensure that"
1195,1195,while getting others to underwrite that risk and simply be an exchange in the middle.
1196,1196,"We also believe that we need to concentrate on the areas of aggregation, wherein we have little competition."
1197,1197,We will continue to pursue those targets. Our banking syndicate under the leadership of Regions Bank has been strong in the support of our effort.
1198,1198,large insurance companies who are already doing it and have thousands of people exactly in that area doing that.
1199,1199,That's great. And then going back to the price increases that you alluded to that we'll get some more detail on.
1200,1200,"Obviously, as time passes, we would expect to see some scale just because of the revenue growth"
1201,1201,"And again, the approach is no different than what we've done nearly since our inception. We've got a great network of partners and"
1202,1202,"we're trying to provide information now to the financial community, but we don't want to get in front of our customer communications. So we're leaving it the way it is right now and not signaling to any specific area of the business."
1203,1203,"big as I think you can, that you're going to have to be more than a gaggle of kind of one-off tools. So how -- when you kind of sit down, how do you think about communicating that differentiation that you have over -- we all know the"
1204,1204,"And you've also seen at summit last year we previewed the new home experience, for example, bringing a lot of the applications together to give you sort of a centralized"
1205,1205,"expand with additional use cases as either we, through our marketing or our channel through kind of direct touch with the customer,"
1206,1206,hundreds of different countries that work with customers intimately in understanding kind of the expansion paths and what the products can apply to. We try to make that also friction-free in the way that we market the products and expand kind of the use cases that they can apply.
1207,1207,"back to, I think, what we've celebrated as a company is just customer choice. And so whether you're a small company or a large company,"
1208,1208,"how you're seeing it progress versus the JIRA Software product? And then kind of in that same vein, how are you seeing adoption outside of the traditional software user within customers? It's"
1209,1209,"because we did have that budget flush. And some of that does tend to come through the channel. And this quarter, receivables came down a little bit as they collected on that and kind of normalized in terms of where we are in kind of a seasonal basis, not being on a"
1210,1210,"on our IR website. Further information on these and other factors that could affect the company's financial results is included in the filings we make with the Securities and Exchange Commission from time to time,"
1211,1211,"But at this point, we prefer not to talk about it and rather just kind of focus on our commercial operations"
1212,1212,"I think you'll see that both drawing our products in. But also, we have a huge customer base within which Trello is"
1213,1213,and there's just a lot more for us to do to capture that. And we think we've got a model that generates good profitability and tremendous cash flows. And so
1214,1214,a credit to all of the vendors in there that are really spending time with those customers and finding those use cases and building them on top of our applications.
1215,1215,And Confluence has the same aspects in terms of creating a piece of content and then pulling in lots of different
1216,1216,I would like to turn the conference back over to Mike Cannon-Brookes for any closing remarks.
1217,1217,But it's also a great example of the commerciality of the marketplace working really well
1218,1218,"If you think about both Confluence and Trello, they often play a really important coordination role"
1219,1219,"and the fact that it caps out as 2,000 users. I'm just curious as to what degree you're seeing customers sort of reach"
1220,1220,"Great. And then if I could get one more. On the competitive front, you've got the Slack and teams out there making at least some noise publicly. I was just wondering if you've seen any changes or expect anything to materially"
1221,1221,"we believe in this, to really make this competence-based sale, we have to be organized around the industries in which we want to build the competence. And that's where this structure just helps us a lot better"
1222,1222,"whatever was the corresponding depreciation totaling to that residual value of 5% has been completely written off. And going forward, every software that we take will be provided over the life,"
1223,1223,"it was a little bit of a slow start, maybe I was more optimistic on how enthusiastic"
1224,1224,driving this whole rebuild exercise in the software sales part or the license sale part? If you could just throw some light on that?
1225,1225,"today, I can't sense a major challenge in any of the top 20. Sure. Krishna, this question was more to understand that, if those challenges we had at the beginning of last year are not there this year."
1226,1226,We saw decreases in insurance assessments and commissions during the quarter compared to last year's second quarter.
1227,1227,"it seems like you're almost pushing the line a little harder on pricing even as competition picked up. Was that just something that you looked at, at the end of the quarter? And"
1228,1228,Our commitment to maintaining discipline enhances our financial stability for the protection of our policyholders and our shareholders.
1229,1229,"Before I discuss the operations this quarter, I'd like to provide some color regarding the workers' compensation industry in general as competition continued to intensify this quarter."
1230,1230,The decline was driven by both policies written in the quarter as well as audit and related adjustments for policies written in prior quarters.
1231,1231,"Over the past year, our allocation to municipal bonds has increased slightly, and our allocation to corporate bonds has decreased slightly."
1232,1232,"well -- significantly below AMERISAFE's. And at that point, we're not going to chase the price that low."
1233,1233,I feel like you're kind of moving from being overcapitalized to maybe really overcapitalized. And I don't know if there's any thought of kind of how to manage that if you have to continue to be really selective in a soft market.
1234,1234,This call is being recorded. Replay of today's call will be available. Details on how to access the replay are in the earnings release.
1235,1235,"implemented, that you're going to be a bit more aggressive on the pricing front?"
1236,1236,"would assume we'd be a little bit more pricey than they were accustomed to or looking for. So if we were to purchase a renewal book, I'm not quite sure how much of that we would actually retain."
1237,1237,"This recognition was for outstanding financial results in the areas of safety, consistency and performance"
1238,1238,"if the underlying assumptions prove to be incorrect or as a result of risks, uncertainties and other factors, including factors discussed in today's earnings release,"
1239,1239,"While comparing consecutive quarters is not apples-to-apples, I do feel this emphasizes our commitment to risk selection with appropriate pricing for long-term stability."
1240,1240,The significant driver of this increase was the decline in value of a limited partnership hedge fund in last year's second quarter.
1241,1241,These gains are not reflected on our book value as these bonds are carried at amortized cost.
1242,1242,"We're probably -- I'm probably going to be a little bit more cautious on this call than maybe we have been in prior calls in giving state-specific data because it is highly competitive out there, and I wouldn't want to give away competitive data."
1243,1243,"appropriate rates for the client, that the client can accept, at the same time, commissions that are beneficial to the agent."
1244,1244,Was there anything unusual outside of the mark-to-market on the alternatives like bond prepayment or anything unusually good in the quarter just from kind of a core yield perspective in the general account?
1245,1245,"Nautilus undertakes no obligation to update publicly any forward-looking statements to reflect new information, events or circumstances after they were made or to reflect the occurrence of unanticipated events, unless otherwise indicated."
1246,1246,"when adjusted for certain unusual items that we discussed on our preliminary results call earlier this month -- last month, and which Sid will review later in his remarks."
1247,1247,and we believe that we are now better positioned for modest but steady margin improvement in coming quarters. Bill will touch on this more during his remarks.
1248,1248,"We evaluated many acquisition candidates over the course of more than a year, and are extremely excited about the strong synergistic and cultural fit that we have with Octane."
1249,1249,"We also expect the sales seasonality of the newly acquired business to be more aligned to our retail channel, with Q3 and Q4 being the seasonally heavy revenue and operating income quarters."
1250,1250,"We believe that the overall environment for the holidays was challenging, and we were very pleased that we were able to maintain strong product margins throughout the quarter."
1251,1251,"While our own inventories are elevated over prior year, this primarily reflects our higher revenue and support for growth."
1252,1252,"Our Retail outlook for the full year is also positive. The addition of Octane Fitness revenue and profit to our results will be accretive, and we anticipate Octane to grow this year as well."
1253,1253,within the global market and via a variety of bricks-and-mortar locations. I'd like to emphasize again Sid's earlier comments that both our legacy retail business
1254,1254,"As we begin 2016, we are well positioned to deliver another year of strong sales and profitability growth."
1255,1255,"higher revenues, new product introductions and the addition of a new distribution center."
1256,1256,I wanted to provide a quick update on accounting-related matters regarding our acquisition of Octane Fitness before I turn it over to Bill.
1257,1257,"As these products gain traction over time, we anticipate that they'll continue to help stabilize the TreadClimber category, which still represents an important and significant level of cardio product sales for Nautilus."
1258,1258,"We're encouraged by the strong contribution of several recent product launches,"
1259,1259,"During 2015, we focused much of our effort on this improvement, and it was driven by a variety of factors, including pricing, value engineering, supply chain and mix optimization."
1260,1260,"We continue to make good progress on overcoming the manufacturing challenges we uncovered during initial production. We are in production now, and we do anticipate launching this product on a wider scale in the near future."
1261,1261,"Our legacy retail business is also very healthy overall, especially so given the margin improvements we've recently been able to implement."
1262,1262,"Of note, the combination of our 2 companies will introduce the shift in our channel mix as Octane revenue and profit is added to the overall Nautilus results."
1263,1263,"Over the past few years, we have significantly broadened and enhanced our product portfolio in both the Direct and retail businesses."
1264,1264,"Our employees' dedication and enthusiasm is the oil that enables our growth engine to hit on all cylinders,"
1265,1265,"retail partners there, just there's a lot of moving parts, you've got online growth, you have the potential for"
1266,1266,"I think that Direct, because of the significant comps that we have"
1267,1267,And we think it's a good time right now to be spending to gain additional leads and conversion.
1268,1268,"who have a lot of experience with that market and, specifically, with those who sell in that market."
1269,1269,"estimated earnings accretion, and other anticipated benefits and cost of the acquisition of Octane Fitness."
1270,1270,Bill McMahon will then provide details on each business segment as well as updates on product activity.
1271,1271,This sales growth reflects continued retailer and consumer acceptance of our lineup of
1272,1272,"Before I turn the call over to Sid, I would like to touch briefly on our acquisition of the Octane Fitness,"
1273,1273,The dollar increase was driven by additional resources to continue to supplement our new product development capability that is required to innovate and broaden our product portfolio.
1274,1274,"We are continuing to work through the purchase accounting and appropriate valuation of the Octane assets and liabilities,"
1275,1275,"While it's important to remember that retail margins were impacted due to our normal seasonal variation in revenue versus fixed channel expenses,"
1276,1276,we're optimistic and anticipate delivering continued growth in revenue and profitability for all segments of our business.
1277,1277,"As Sid noted in his remarks, we have taken a reserve against the receivable for one of our national sporting goods retailer accounts."
1278,1278,"Before I conclude my remarks, I'd like to briefly touch on our recent acquisition of Octane Fitness and our plans regarding the integration of that business."
1279,1279,"However, our focus will remain the same. We will apply our combined product development capabilities towards the most promising projects."
1280,1280,"With the acquisition of Octane, we are now adding more product and channel diversity to our well-established platforms for future growth."
1281,1281,and it is their initiative that has allowed us to accomplish so much over the past several years and to build a strong and growing company for our shareholders.
1282,1282,"and we continue to work closely with all of our bricks-and-mortar partners to put the right combination on the floor. So overall, we certainly anticipate continuing to grow our Retail business,"
1283,1283,"going into even the first quarter, that you will see maybe a little bit less growth there than you might see on the Retail side,"
1284,1284,"But that's, I guess, all we can say at this point in time. We hope that there will still be some business with that customer as the year progresses,"
1285,1285,It's being very well received. People are excited about the product. I think it was time for Airdyne to return to that space.
1286,1286,"We're trying to maintain a regular cadence. So as we speak, we have multiple ideas in the Direct pipeline that we're pursuing. Some are closer to market than others."
1287,1287,I will then close with some summary remarks before we open up the call for questions.
1288,1288,Our sales benefited from this continued build in demand of the Bowflex Max Trainer as well as encouraging early sales and consumer interest
1289,1289,"and the amounts noted on the balance sheet presented reflect provisional estimates. Based on some preliminary work completed on valuations of certain intangible assets,"
1290,1290,and we are continuing to see favorable response rates as we progress through Q1 2016. Now turning to our Retail segment.
1291,1291,"based on our current outlook, overall, the relative gains in margin we have achieved should be sustainable moving forward."
1292,1292,"Our distribution centers handled extremely high volumes of shipments in December with tight service windows, and they did so quite efficiently."
1293,1293,"In Direct, we continue to experience strong response to our television and digital advertising while associated conversion remains solid thanks to healthy payment mix of financing and credit card sales."
1294,1294,"We maintain a cautious approach to credit lines in a variety of situations, and we'll continue to do so wherever warranted going forward."
1295,1295,"Importantly, our team also continues to remain focused on successfully leveraging operating costs and continually finding improved efficiencies in our business."
1296,1296,That concludes our prepared remarks. I would like to now open up the call for questions. Operator?
1297,1297,"although there certainly will be a little bit of consolidation, at least with one of them."
1298,1298,"we will keep our placements, and if it's maybe a little less testing or a little bit of trying things that we haven't tried because it's too expensive to do that. So we plan for this. I don't anticipate it will impact our outward"
1299,1299,"Sure, Lee. We still maintain a 3-year product road map, where we look out at a cadence of launches and product ideas that are in various stages of coming to market."
1300,1300,"Retail is a little more set cadence of pace. Every fall, you need to have something for Retail."
1301,1301,we will reevaluate our options as to how best to utilize free cash in an effort to enhance shareholder value.
1302,1302,and originally expected that this reduction would be carried out in a slower-phased manner
1303,1303,"As such, we accelerated our consolidation efforts during the quarter in order to further reduce the cost structure of this business."
1304,1304,"All in all, this project has been executed very smoothly with no customer disruptions"
1305,1305,in the second half of the year and potentially as early as the second quarter.
1306,1306,"Negotiations continue on multiple fronts with respect to this margin-dilutive business, but we do not expect a final resolution until the end of the second quarter,"
1307,1307,Much of this margin expansion will clearly come in the second half of the year.
1308,1308,"So high volumes, all at low margins. But we clearly track what's going on in the underlying business excluding that."
1309,1309,And much of that was on an expedited basis as it became clear that the customer was going to be able to transition faster than we would like.
1310,1310,the lost customer with additional business from new customers or additional business from existing customers.
1311,1311,"Yes. I think one of the things to keep in mind is, if you look at the profile of our volume last year, the first quarter comp was pretty tough."
1312,1312,"we clearly internally have our own thoughts about how these negotiations are going. For obvious reasons, we're not going to talk about that publicly at this point."
1313,1313,is that segment grew on a local currency basis at that rate
1314,1314,were in the very low single digits. So that still has not happened.
1315,1315,I think that's going to be a governor. But the corollary of that is it is likely to keep prices higher.
1316,1316,and then the old warehouse will be converted to a manufacturing space in the second half of this year.
1317,1317,I will begin with the income statement and conclude by providing comments on our balance sheet and cash flow.
1318,1318,for the comparable period in 2016. This improvement was a result of lower interest expense from refinancing our debt in July of last year.
1319,1319,The closure of the 3 facilities were completed in the first quarter without issue.
1320,1320,of positive cash provided by operating activities during the first fiscal quarter.
1321,1321,"throughout this year and into 2018. However, the transition is going much faster than anticipated. And while the total number and volume of profiles to be transitioned has not changed,"
1322,1322,"and. The first phase, which involves mostly high-volume production assets and tooling, should be complete by the end of our second quarter."
1323,1323,"And we can clearly see that our operational improvement program, some of the automation efforts are gaining traction, even though it doesn't show up in the consolidated number for the first quarter."
1324,1324,"So we have 3 facilities. We will consolidate much of the accessory low-volume business into the smaller of the 3, which is in Illinois."
1325,1325,"By the time we finish the moves there, which should be complete by the end of the second quarter, the capacity utilization of that facility will also probably be in the 80% range."
1326,1326,"So as we exit this year, we'll start to see more and more focus there on growing that business back again"
1327,1327,does that speed up the pace of your automation investments
1328,1328,"So that the real gating item, we can't go faster because we just can't get it fast enough."
1329,1329,"So with new homes at high prices, potential increases in mortgage rates,"
1330,1330,it is now evident that all of this volume will transition by the end of our fiscal year.
1331,1331,"and 23 extrusion lines have been taken out of service. 2 lines have been relocated and are now operational, 2 more lines are in the process of being moved,"
1332,1332,The final phase of this project will be to consolidate all of our low-volume accessory business into our Illinois facility.
1333,1333,This was primarily due to a ramp-up in volumes of the previously identified margin-dilutive business
1334,1334,"Either way, however, we should start to see margin expansion in this business beginning slowly in the second quarter and ramping up significantly through the second half of this year."
1335,1335,We feel very good about the actions we have taken this year to shrink our U.S. vinyl profiles and cabinet components businesses while still expanding margins and improving free cash flow.
1336,1336,the day we made the announcement. We ceased production immediately in that operation
1337,1337,"are getting great productivity out of the lines that are in place, and they are anxiously awaiting new equipment deliveries."
1338,1338,I think that labor constraints will still
1339,1339,I think we will see more people make the decision they're going to stay in their existing homes because it's more cost effective
1340,1340,The decrease was primarily attributable to our previously disclosed decision to walk away from less profitable volume
1341,1341,"Over the next few months, we will incur expenses as we relocate the remaining equipment and displace older and less efficient equipment."
